time,Elec_unit_cost_buy,Elec_unit_cost_sell,Flex_unit_cost_down_com,Flex_unit_cost_down_exec,Flex_unit_cost_up_com,Flex_unit_cost_up_exec
2019-01-03 11:30:00,0.062,0.062,0.0155,0.5,0.0155,0.5
2019-01-03 11:45:00,0.062,0.062,0.0155,0.5,0.0155,0.5
2019-01-03 12:00:00,0.063119999,0.063119999,0.01577999975,0.5,0.01577999975,0.5
2019-01-03 12:15:00,0.063119999,0.063119999,0.01577999975,0.5,0.01577999975,0.5
2019-01-03 12:30:00,0.063119999,0.063119999,0.01577999975,0.5,0.01577999975,0.5
2019-01-03 12:45:00,0.063119999,0.063119999,0.01577999975,0.5,0.01577999975,0.5
2019-01-03 13:00:00,0.063669998,0.063669998,0.0159174995,0.5,0.0159174995,0.5
2019-01-03 13:15:00,0.063669998,0.063669998,0.0159174995,0.5,0.0159174995,0.5
2019-01-03 13:30:00,0.063669998,0.063669998,0.0159174995,0.5,0.0159174995,0.5
2019-01-03 13:45:00,0.063669998,0.063669998,0.0159174995,0.5,0.0159174995,0.5
2019-01-03 14:00:00,0.066129997,0.066129997,0.01653249925,0.5,0.01653249925,0.5
2019-01-03 14:15:00,0.066129997,0.066129997,0.01653249925,0.5,0.01653249925,0.5
2019-01-03 14:30:00,0.066129997,0.066129997,0.01653249925,0.5,0.01653249925,0.5
2019-01-03 14:45:00,0.066129997,0.066129997,0.01653249925,0.5,0.01653249925,0.5
2019-01-03 15:00:00,0.068410004,0.068410004,0.017102501,0.5,0.017102501,0.5
2019-01-03 15:15:00,0.068410004,0.068410004,0.017102501,0.5,0.017102501,0.5
2019-01-03 15:30:00,0.068410004,0.068410004,0.017102501,0.5,0.017102501,0.5
2019-01-03 15:45:00,0.068410004,0.068410004,0.017102501,0.5,0.017102501,0.5
2019-01-03 16:00:00,0.069550003,0.069550003,0.01738750075,0.5,0.01738750075,0.5
2019-01-03 16:15:00,0.069550003,0.069550003,0.01738750075,0.5,0.01738750075,0.5
2019-01-03 16:30:00,0.069550003,0.069550003,0.01738750075,0.5,0.01738750075,0.5
2019-01-03 16:45:00,0.069550003,0.069550003,0.01738750075,0.5,0.01738750075,0.5
2019-01-03 17:00:00,0.065669998,0.065669998,0.0164174995,0.5,0.0164174995,0.5
2019-01-03 17:15:00,0.065669998,0.065669998,0.0164174995,0.5,0.0164174995,0.5
2019-01-03 17:30:00,0.065669998,0.065669998,0.0164174995,0.5,0.0164174995,0.5
